data,sigla_provincia,codice_comune,denominazione_comune,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2021-03-23,CL,085020,Sutera,37.525228,13.731316,,0,0,1,1,,,3,0,4,,,,,,
2021-03-24,CL,085020,Sutera,37.525228,13.731316,,0,0,1,1,0,0,3,0,4,,,,,,
2021-09-03,CL,085020,Sutera,37.525228,13.731316,,0,0,0,0,-1,1,5,0,5,,,,,,
2021-09-04,CL,085020,Sutera,37.525228,13.731316,,0,0,0,0,0,0,5,0,5,,,,,,
2021-09-05,CL,085020,Sutera,37.525228,13.731316,,0,0,0,0,0,0,5,0,5,,,,,,
