Comune,CODISTAT,provincia,inizioIntervallo,fineIntervallo,classeEta,Target,Vaccinati,Immunizzati
Santa Margherita di Belice,84038,Agrigento,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1783,1668,1626
Santo Stefano Quisquina,84040,Agrigento,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2538,2110,2001
Santo Stefano Quisquina,84040,Agrigento,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1402,1296,1268
Sciacca,84041,Agrigento,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,23842,20630,19780
Sciacca,84041,Agrigento,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,11321,11025,10866
Siculiana,84042,Agrigento,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2586,2000,1887
Siculiana,84042,Agrigento,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1250,1133,1114
Villafranca Sicula,84043,Agrigento,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,782,673,649
Villafranca Sicula,84043,Agrigento,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,433,398,392
Acquaviva Platani,85001,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,489,409,395
Acquaviva Platani,85001,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,327,350,340
Bompensiere,85002,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,303,239,223
Bompensiere,85002,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,175,166,162
Butera,85003,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2620,1764,1620
Butera,85003,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1282,1002,954
Caltanissetta,85004,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,36976,28483,26471
Caltanissetta,85004,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,16683,14941,14509
Campofranco,85005,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1598,1206,1138
Campofranco,85005,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,996,854,828
Delia,85006,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2508,1799,1682
Delia,85006,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1056,923,898
Gela,85007,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,46225,31309,28279
Gela,85007,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,17529,14755,14150
Marianopoli,85008,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1000,623,547
Marianopoli,85008,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,545,400,373
Mazzarino,85009,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,7109,5183,4680
Mazzarino,85009,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3060,2514,2387
Milena,85010,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1651,1364,1310
Milena,85010,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,966,937,909
Montedoro,85011,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,875,683,634
Montedoro,85011,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,457,413,404
Mussomeli,85012,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,6195,5172,4954
Mussomeli,85012,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2974,2774,2700
Niscemi,85013,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,16422,11598,10412
Niscemi,85013,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,6316,5564,5292
Resuttano,85014,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1042,878,803
Resuttano,85014,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,637,563,537
Riesi,85015,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,6814,4696,4318
Riesi,85015,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2822,2351,2235
San Cataldo,85016,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,13111,10523,9795
San Cataldo,85016,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,5547,5152,4974
Santa Caterina Villarmosa,85017,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2846,2284,2095
Santa Caterina Villarmosa,85017,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1639,1469,1396
Serradifalco,85018,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3499,2714,2559
Serradifalco,85018,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1704,1527,1471
Sommatino,85019,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3880,2966,2798
Sommatino,85019,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2064,1807,1747
Sutera,85020,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,693,595,579
Sutera,85020,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,459,422,414
Vallelunga Pratameno,85021,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1905,1312,1201
Vallelunga Pratameno,85021,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1020,902,867
Villalba,85022,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,840,625,585
Villalba,85022,Caltanissetta,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,516,442,433
Aci Bonaccorsi,87001,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2297,1552,1440
Aci Bonaccorsi,87001,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,848,700,675
Aci Castello,87002,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,10714,7341,6814
Aci Castello,87002,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,5262,4393,4255
Aci Catena,87003,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,18397,11623,10353
Aci Catena,87003,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,5983,4862,4660
Aci Sant'Antonio,87005,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,11857,7735,6994
Aci Sant'Antonio,87005,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3833,3183,3048
Acireale,87004,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,31830,21338,19131
Acireale,87004,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,13883,10963,10542
Adrano,87006,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,21452,13442,12182
Adrano,87006,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,8040,6528,6214
Belpasso,87007,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,18142,11811,10576
Belpasso,87007,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,5738,4734,4528
Biancavilla,87008,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,14544,10398,9642
Biancavilla,87008,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,5433,4847,4679
Bronte,87009,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,11683,8530,7993
Bronte,87009,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,4837,4293,4166
Calatabiano,87010,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3168,2071,1818
Calatabiano,87010,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1479,1187,1117
Caltagirone,87011,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,22296,17387,15931
Caltagirone,87011,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,9912,8999,8671
Camporotondo Etneo,87012,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3478,2099,1835
Camporotondo Etneo,87012,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,786,634,592
Castel di Iudica,87013,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2704,1701,1462
Castel di Iudica,87013,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1243,930,863
Castiglione di Sicilia,87014,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1780,1248,1090
Castiglione di Sicilia,87014,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,937,741,698
Catania,87015,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,182280,141775,127314
Catania,87015,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,80371,73530,70174
Fiumefreddo di Sicilia,87016,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,5655,3600,3264
Fiumefreddo di Sicilia,87016,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2571,2031,1954
Giarre,87017,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,16381,11257,10236
Giarre,87017,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,7608,6379,6173
Grammichele,87018,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,7748,5287,4701
Grammichele,87018,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3647,3271,3124
Gravina di Catania,87019,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,15414,9806,9009
Gravina di Catania,87019,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,7104,5224,5050
Licodia Eubea,87020,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1832,1361,1240
Licodia Eubea,87020,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,849,680,662
Linguaglossa,87021,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3206,2330,2165
Linguaglossa,87021,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1405,1227,1186
Maletto,87022,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2228,1710,1592
Maletto,87022,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1061,1021,999
Maniace,87057,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2337,1301,1134
Maniace,87057,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,837,649,621
Mascali,87023,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,9156,5947,5398
Mascali,87023,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3226,2626,2524
Mascalucia,87024,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,20020,13011,11888
Mascalucia,87024,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,7087,5531,5317
Mazzarrone,87056,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2505,1943,1738
Mazzarrone,87056,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,920,772,725
Militello in Val di Catania,87025,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,4179,2917,2750
Militello in Val di Catania,87025,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2108,1641,1600
Milo,87026,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,619,465,448
Milo,87026,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,324,285,278
Mineo,87027,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2869,2009,1875
Mineo,87027,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1350,1230,1202
Mirabella Imbaccari,87028,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2403,1575,1436
Mirabella Imbaccari,87028,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1517,1387,1335
Misterbianco,87029,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,32063,18891,16722
Misterbianco,87029,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,10536,7826,7383
Motta Sant'Anastasia,87030,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,7914,5070,4537
Motta Sant'Anastasia,87030,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2650,2034,1966
Nicolosi,87031,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,4859,3120,2811
Nicolosi,87031,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1774,1339,1286
Palagonia,87032,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,10399,6687,5840
Palagonia,87032,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3613,2807,2632
Paternò,87033,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,29308,19205,17399
Paternò,87033,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,11062,9315,8966
Pedara,87034,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,9567,6134,5563
Pedara,87034,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3244,2341,2250
Piedimonte Etneo,87035,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2471,1651,1510
Piedimonte Etneo,87035,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1159,880,852
Raddusa,87036,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1817,1286,1138
Raddusa,87036,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,762,645,608
Ragalna,87058,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2606,1601,1484
Ragalna,87058,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1006,719,689
Ramacca,87037,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,6808,4673,4220
Ramacca,87037,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2376,2105,2003
Randazzo,87038,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,6407,4363,4000
Randazzo,87038,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3089,2642,2532
Riposto,87039,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,8643,5567,5042
Riposto,87039,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3984,3303,3180
San Cono,87040,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1560,1142,1045
San Cono,87040,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,705,603,575
San Giovanni la Punta,87041,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,14357,9701,8865
San Giovanni la Punta,87041,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,5917,5001,4837
San Gregorio di Catania,87042,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,7057,5018,4705
San Gregorio di Catania,87042,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3124,2671,2595
San Michele di Ganzaria,87043,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1820,1224,1088
San Michele di Ganzaria,87043,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,996,792,738
San Pietro Clarenza,87044,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,5308,3268,2911
San Pietro Clarenza,87044,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1528,1187,1117
Sant'Agata li Battiati,87045,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,5540,3941,3725
Sant'Agata li Battiati,87045,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2868,2203,2153
Sant'Alfio,87046,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,946,633,584
Sant'Alfio,87046,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,435,334,323
Santa Maria di Licodia,87047,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,4724,2926,2710
Santa Maria di Licodia,87047,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1735,1381,1338
Santa Venerina,87048,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,5384,3412,2990
Santa Venerina,87048,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2115,1619,1515
Scordia,87049,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,10269,7906,7418
Scordia,87049,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,4315,3882,3772
Trecastagni,87050,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,7169,4799,4348
Trecastagni,87050,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2626,2049,1984
Tremestieri Etneo,87051,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,12484,8294,7701
Tremestieri Etneo,87051,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,5297,4088,3971
Valverde,87052,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,4985,3389,3114
Valverde,87052,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1921,1506,1440
Viagrande,87053,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,5533,3745,3424
Viagrande,87053,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2081,1713,1651
Vizzini,87054,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3489,2629,2409
Vizzini,87054,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1764,1611,1540
Zafferana Etnea,87055,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,6008,3988,3620
Zafferana Etnea,87055,Catania,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2378,1887,1828
Agira,86001,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,4935,3212,2810
Agira,86001,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2064,1666,1583
Aidone,86002,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2747,2051,1916
Aidone,86002,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1400,1268,1227
Assoro,86003,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3015,2127,2004
Assoro,86003,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1467,1257,1200
Barrafranca,86004,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,7397,5335,4844
Barrafranca,86004,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3343,2764,2603
Calascibetta,86005,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2523,2049,1936
Calascibetta,86005,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1256,1143,1121
Catenanuova,86006,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2912,1921,1736
Catenanuova,86006,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1179,1014,970
Centuripe,86007,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3135,2175,1945
Centuripe,86007,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1576,1428,1374
Cerami,86008,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1098,942,895
Cerami,86008,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,614,572,559
Enna,86009,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,15627,13030,12384
Enna,86009,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,8160,7534,7365
Gagliano Castelferrato,86010,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2023,1500,1434
Gagliano Castelferrato,86010,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1111,992,975
Leonforte,86011,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,8014,6417,5929
Leonforte,86011,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3395,3031,2905
Nicosia,86012,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,8087,6443,6176
Nicosia,86012,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3849,3448,3385
Nissoria,86013,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1870,1268,1181
Nissoria,86013,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,722,621,601
Piazza Armerina,86014,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,13037,9305,8644
Piazza Armerina,86014,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,5886,5022,4867
Pietraperzia,86015,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3839,2893,2721
Pietraperzia,86015,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1979,1735,1651
Regalbuto,86016,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,4254,3056,2779
Regalbuto,86016,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1896,1699,1649
Sperlinga,86017,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,388,334,307
Sperlinga,86017,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,259,231,227
Troina,86018,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,5181,4251,4040
Troina,86018,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2825,2593,2523
Valguarnera Caropepe,86019,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,4344,3130,2964
Valguarnera Caropepe,86019,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,2094,1845,1810
Villarosa,86020,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2641,2144,1987
Villarosa,86020,Enna,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1412,1279,1250
Acquedolci,83107,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3443,2494,2362
Acquedolci,83107,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1517,1269,1220
Alcara li Fusi,83001,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,960,786,732
Alcara li Fusi,83001,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,719,650,630
Alì,83002,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,396,168,137
Alì,83002,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,215,144,141
Alì Terme,83003,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1424,797,715
Alì Terme,83003,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,728,559,547
Antillo,83004,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,464,352,322
Antillo,83004,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,289,228,224
Barcellona Pozzo di Gotto,83005,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,25159,18142,16790
Barcellona Pozzo di Gotto,83005,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,10695,9546,9245
Basicò,83006,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,300,202,182
Basicò,83006,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,221,178,168
Brolo,83007,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,3631,2994,2823
Brolo,83007,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1539,1474,1440
Capizzi,83008,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1803,1235,1158
Capizzi,83008,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,735,556,540
Capo d'Orlando,83009,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,8127,6104,5749
Capo d'Orlando,83009,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,3809,3377,3301
Capri Leone,83010,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2805,2059,1889
Capri Leone,83010,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1100,893,863
Caronia,83011,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1858,1423,1321
Caronia,83011,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,951,837,798
Casalvecchio Siculo,83012,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,423,277,259
Casalvecchio Siculo,83012,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,266,201,194
Castel di Lucio,83013,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,685,562,531
Castel di Lucio,83013,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,403,370,358
Castell'Umberto,83014,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1767,1099,939
Castell'Umberto,83014,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,915,756,700
Castelmola,83015,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,630,360,331
Castelmola,83015,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,354,247,232
Castroreale,83016,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1276,855,769
Castroreale,83016,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,783,683,659
Cesarò,83017,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1281,943,866
Cesarò,83017,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,696,603,569
Condrò,83018,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,257,162,149
Condrò,83018,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,153,114,110
Falcone,83019,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1646,1170,1031
Falcone,83019,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,814,728,711
Ficarra,83020,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,748,603,572
Ficarra,83020,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,511,450,440
Fiumedinisi,83021,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,770,296,263
Fiumedinisi,83021,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,386,242,233
Floresta,83022,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,255,170,156
Floresta,83022,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,164,117,114
Fondachelli-Fantina,83023,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,629,436,400
Fondachelli-Fantina,83023,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,310,250,243
Forza d'Agrò,83024,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,520,347,312
Forza d'Agrò,83024,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,258,213,205
Francavilla di Sicilia,83025,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,2079,1366,1239
Francavilla di Sicilia,83025,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,1198,1027,1001
Frazzanò,83026,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,329,243,229
Frazzanò,83026,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,>60,222,215,213
Furci Siculo,83027,Messina,2020-12-27T00:00:00,2021-10-06T00:00:00,12-60,1962,1258,1134
