data,sigla_provincia,codice_comune,denominazione_comune,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-10-20,EN,086020,Villarosa,37.587017,14.173589,,,,,0,,,0,0,0,,,,,,
2020-10-21,EN,086020,Villarosa,37.587017,14.173589,,,,,1,1,1,0,0,1,,,,,,
2020-10-22,EN,086020,Villarosa,37.587017,14.173589,,,,,1,0,0,0,0,1,,,,,,
2020-10-23,EN,086020,Villarosa,37.587017,14.173589,,,,,1,0,0,0,0,1,,,,,,
2020-10-24,EN,086020,Villarosa,37.587017,14.173589,,,,,4,3,3,0,0,4,,,,,,
2020-10-25,EN,086020,Villarosa,37.587017,14.173589,,,,,4,0,0,0,0,4,,,,,,
2020-10-26,EN,086020,Villarosa,37.587017,14.173589,,,,,4,0,0,0,0,4,,,,,,
2020-10-27,EN,086020,Villarosa,37.587017,14.173589,,,,,4,0,0,0,0,4,,,,,,
2020-10-28,EN,086020,Villarosa,37.587017,14.173589,,,,,7,3,3,0,0,7,,,,,,
2020-10-29,EN,086020,Villarosa,37.587017,14.173589,,,,,7,0,0,0,0,7,,,,,,
2020-10-30,EN,086020,Villarosa,37.587017,14.173589,,,,,7,0,0,0,0,7,,,,,,
2020-10-31,EN,086020,Villarosa,37.587017,14.173589,,,,,7,0,0,0,0,7,,,,,,
2020-11-01,EN,086020,Villarosa,37.587017,14.173589,,,,,7,0,0,0,0,7,,,,,,
2020-11-02,EN,086020,Villarosa,37.587017,14.173589,,,,,7,0,0,0,0,7,,,,,,
2020-11-03,EN,086020,Villarosa,37.587017,14.173589,,,,,7,0,0,0,0,7,,,,,,
2020-11-04,EN,086020,Villarosa,37.587017,14.173589,,,,,7,0,0,0,0,7,,,,,,
2020-11-05,EN,086020,Villarosa,37.587017,14.173589,,,,,7,0,0,0,0,7,,,,,,
2020-11-06,EN,086020,Villarosa,37.587017,14.173589,,,,,7,0,0,0,0,7,,,,,,
